ID;notation;subtitle;description;citation;fundamentals.*;attachments.*;templates.*
M018;5F🄔;Enterprise (E) by 5 Forces by Porter;"Bargaining power of the suppliers  (low presence of substitutes, high participation in the value chain, low risk of backward integration), bargaining Power of Customers (institutional customer concentration, bulk goods/orders at low prices, high presence of substitutes, high risk of backward integration), Threat of new competitors and Startups  (market entry/market exit barriers, Economies of scales, high gross yields are associated with high debts), Threat of substitutes or Patent trolls (physical and immaterial competitors), Competitive intensity of the industry or Branch (driven by product innovation or fundamental changes of customer buying behavior, protectionism of key industries by nationalization of companies, common ownership, social engineering)";"Heading: MathDIY fundamentals, subheading: How MathDIY help disrupting and understanding social engineering influencing organizational change and dynamic. Repository: MathDIY on GitHub. File .measuring in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The suggestions expressed about [subtitle] written as [notation] do not reflect a current standard, but they should expand the binding applications of science-disciplines by questioning their arguments and by providing visual interpretations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-13-2020, 1:03 am UTC)";.measuring;.001, .002, .003;NA
M019;5F🄢;State (S) by 5 Forces by Jens T. Hinrichs ;"Fortune means yield growth  (that keep sustainability and sovereignty in mind). Politicians driven by fortune  (make decisions that guarantee them political survival), Fame grows out prestige  that can be seen (driven by knowledge and lobbyism that are hidden under the surface).  peoples driven by famous Words  (make choices that are approved to give politicians more audience, not to gain own attention for themselves). FrEEDOM MEANS THAT yield Growth weighs more than INDIVIDUAL Failure (driven by less responsibility of the decision makers, but always depends on the misconduct of others or was dependent on other circumstances, e.g. Terrorism, Global Climate, Financial Crisis)";"Heading: MathDIY fundamentals, subheading: How MathDIY help disrupting and understanding social engineering influencing organizational change and dynamic. Repository: MathDIY on GitHub. File .measuring in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The suggestions expressed about [subtitle] written as [notation] do not reflect a current standard, but they should expand the binding applications of science-disciplines by questioning their arguments and by providing visual interpretations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-13-2020, 1:03 am UTC)";.measuring;.001, .002, .003;NA
M020;5F🄗;Household (H) by 5 Forces by Jens T. Hinrichs);"Fortune means investment in peoples and their families and fraternity  (that helps to keep self-determination and self-realization to achieve a stable income).  Peoples driven by fortune wrested from a sustainable environment  (make decisions that guarantee them recognition and confirmation and a big standard of living), Fame means participation from Fellowship and identifying with Fame Monsters and other influencers  (driven by status symbols, individual taste and fragile principles and rights). peoples influenced by algorithms from a collective that replaces individual needs (make decisions that are designed to generate more personal data and business traffic for the benefit of others). FrEEDOM needs a high degree of democracy and an Internet without frontiers (shaken by a single person or a single event to touch many hearts or to set a whole crowd in motion, e.g. Edward Snowden, Cum-Ex-Files, Fridays for Future)";"Heading: MathDIY fundamentals, subheading: How MathDIY help disrupting and understanding social engineering influencing organizational change and dynamic. Repository: MathDIY on GitHub. File .measuring in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The suggestions expressed about [subtitle] written as [notation] do not reflect a current standard, but they should expand the binding applications of science-disciplines by questioning their arguments and by providing visual interpretations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-13-2020, 1:03 am UTC)";.measuring;.001, .002, .003;NA
M021;∑F ≤ 🄓 x [🄝 - 🄐];DNA-Features-Analysis (x,y) of Forces;"Main and constraint condition of DNA-Feaatures-Analysis (x,y,) of all Forces take into account the following:  (Y) = Yours => 🄓 x [🄝 - 🄐] ∑F = ∑5F + ( 4Pm+∑Px,y )

WHEREBY
4Pm+∑Px,y ∈ 4F × 3F x 2F x F4F

AND
WB = 4F×3Fx2Fx F4F  World Balance (the fourth sector)

AND (Y)x < (Y)y  (D) + I(Y) < 🄓 x [🄝 - 🄐]
Approach to formation < Approach to use";"Heading: MathDIY fundamentals, subheading: How MathDIY help disrupting and understanding social engineering influencing organizational change and dynamic. Repository: MathDIY on GitHub. File .measuring in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The suggestions expressed about [subtitle] written as [notation] do not reflect a current standard, but they should expand the binding applications of science-disciplines by questioning their arguments and by providing visual interpretations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-13-2020, 1:03 am UTC)";.measuring;.001, .002, .003;NA
IT001;E[I(Y)] = mcn;"Expansion of the Internet known as derived measure of evolution";"Interaction Theory of relativity by Jens T. Hinrichs  m = Mass of Expression multiplied by  c = Content ex-potentiated with  n = unknowns whereby  E [I (Y)] = Expansion of Internet indexed with Yours (Y)";"Heading: MathDIY fundamentals, subheading: Introduction in the Interaction Theory  and its application to the Internet. Repository: MathDIY on GitHub. File .theory in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory | Laws by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by competing ecosystems using a Balanced Score Cube | Compass.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 5:12 pm UTC)";.theory;.007, .008, .009, .010, .011, .012, .013 ;NA
IT002;R[I(Y)] = Ω;"Restistance of the Internet knows as derived measure of acceptance";"Interaction Theory of counteraction  by Jens T. Hinrichs

R [I(Y)] = Resistance of Internet indexed with Yours (Y), Ω = User-generated-Content (UGC) and Other External Media (OEM) divided with  Value for unit of Interaction (Share, Likes, Comments, Followers, Cost-per-Clicks, Impressions etc.) whereby  (R2 - R1) > R1 (Acceptance),  (R2 - R1) < R1 (Resistance)";"Heading: MathDIY fundamentals, subheading: Introduction in the Interaction Theory  and its application to the Internet. Repository: MathDIY on GitHub. File .theory in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory | Laws by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by competing ecosystems using a Balanced Score Cube | Compass.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 5:12 pm UTC)";.theory;.007, .008, .009, .010, .011, .012, .013 ;NA
IT003;"→                → F (A→B) = - F (B→A) 
E[I(Y)] = v + (vt)2 x ½m";"Cooperation in the Internet value chain known as THE Reciprocity of incentives";"NEWTON´s Law OF  gravity and centrifugal postulated apple to the Internet that two opposing FORCES, for example real centrifugal force (frustration) and attraction (incentive systems, degree of necessity, unfulfilled satisfaction) or dependence (level of addiction, media literacy, product loyalty) on the SOCIAL INTERNET occupy the same place in Cyberspace. The formula suggests the interdisciplinary proximity and relationship to the law of interaction of Sir Isaac Newton, according to which the gravitation of two masses (the mutual attraction of masses) are in the same proportion.
 → = vector over / vector between A and B F = Forces m = Mass
t = time
v = amount of vector
 whereby Action equal to reaction";"Heading: MathDIY fundamentals, subheading: Introduction in the Interaction Theory  and its application to the Internet. Repository: MathDIY on GitHub. File .theory in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory | Laws by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by competing ecosystems using a Balanced Score Cube | Compass.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 5:12 pm UTC)";.theory;.007, .008, .009, .010, .011, .012, .013 ;NA
IT004;"                ∞       n                n sn[S(H)] = ∑ ai = ∑ a0 + … + ∑ an                i=0     i=0            i=0";"Participation in the Internet supply chain known as THE RATE OF SUBSTITUTION";"The origin of species in the internet age and beyond classified by Jens T. Hinrichs assumes a harmonious human development, which depends on an orchestral balance with the environmental conditions:

∞ over sum of ai whereby i=0
n ober sum from a0 until an
S(H) = Development Stage of Human Being
sn = Summation of all elements

contraint conditions:
⨍ (n) = aicn-88 
an = qn = (½)n                     ∞                        c (content)= ∑ 1÷qn =1 + ½ + ¼ + …
                   n=0
a0 = 1 Human (Human, real-time world)
a1 = 10/9 a0 (a. Mention, multi-tasking world)
a2 = 9/8 a1 (b. Homo Oeconomicus)
a3 = 16/14 a2 (c. Homo Socios Oeconomicus)
a4 = 9/8 a3 (d. Homo Android Erectus)
a5 = 10/9 a4 (e. Homo Fragilus Immutabilis)
a6 = 25/24 a5 (f. Homo Stereotypus)
a7 = 9/8 a6 (g. Spider Monkey Human)
a8 = 2a1 (h. Human Development Stage, next-level)";"Heading: MathDIY fundamentals, subheading: Introduction in the Interaction Theory  and its application to the Internet. Repository: MathDIY on GitHub. File .theory in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory | Laws by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by competing ecosystems using a Balanced Score Cube | Compass.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 5:12 pm UTC)";.theory;.007, .008, .009, .010, .011, .012, .013 ;NA
H001;Ho ∈ Hx;Homo Dominium Terrae – Theological terminus for growing and multiplying mankind on earth;"Theological terminus for growing and multiplying mankind on earth. The Interaction Theory briefly mentioned the Origin of Species in the Internet Age and beyond. The Dominium Terrae is a representative of the human species, which is viewed as an economic (f)actor.

H0 = the original human indexed with 0
Hx = Human Development Index (indexed with x";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

AND

Heading ‘Dominium terrae’. Language: German. Source: Wikipedia, the free encyclopedia. Processing status: 09-21-2019, 1:42 pm UTC. URL: https://de.wikipedia.org/w/index.php?title=Dominium_terrae&oldid=192457955  (accessed: 11-25-2019, 3:07 pm UTC)";.sociology;.005, .006;NA
H002;Hon ∈ Hx;Homo Deus – Sociological terminus for remembering and forecasting mankind on earth.;"Sociological terminus for remembering and forecasting mankind on earth. The Interaction Theory briefly mentioned the Origin of Species in the Internet Age and beyond. The Homo Deus is a representative of the human species, which is viewed as an economic (f)actor.
Ex ante considerations of the human terminus are compared to ex post considerations.
Ex post is a term used in legal jargon and describes the assessment from a retrospective perspective. The viewer is also aware of processes that take place later that could not have been known at an earlier point in time.
Ex ante is a term used in legal jargon and describes an assessment from a previous perspective. It eliminates processes that take place later and that could not have been known at an earlier point in time.

H0 n= the original human (indexed with 0) is  potentiated with unkown (n)
Hx = Human Development Index (indexed with x";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

AND

Literal work ‘Homo Deus: A brief History of Tommorrow’ of Yuval Noah Harari, Professor of History at the Hebrew University of Jerusalem released 2016. See also German National Library: http://d-nb.info/1156736714 
OR
Heading ‘Homo Deus – Eine Geschichte von Morgen’. Language: German. Source: Wikipedia, the free encyclopedia. Processing status: 11-8-2019, 7:26 pm UTC. URL: https://de.wikipedia.org/w/index.php?title=Homo_Deus_%E2%80%93_Eine_Geschichte_von_Morgen&oldid=193877967  (accessed: 11/25/2019, 3:31 pm UTC)
OR
Tim Adams: Homo Deus: A Brief History of Tomorrow by Yuval Noah Harari review – chilling (https://www.theguar dian.com/books/2016/sep/11/homo-deus-brief-history-tomorrow-yuval-noah-harari-review) (EN). In: The Guardian, 9-11-2016. Accessed: 11-25-2019, 4:49 pm UTC. ";.sociology;.005, .006;NA
H003;∑Hi (x) ∈ ∑Hx (y) ;Homo (Familia) Epitheta – A list of expressions for the human species that follows the taxonomic designation by Carl Linné in 1758.;"The list of homo-epithets includes all expressions composed of the Latin noun homo (""human"") and a specifying adjective or noun. These include the names of the species of the genus Homo, which goes back to the taxonomic designation by Carl Linné in 1758. Since then it subsequently formed compositions that indicate anthropological characteristics of human or represent only keywords of various human species that are scientifically accepted or unaudited. The Interaction Theory briefly mentioned the Origin of Species in the Internet Age and beyond. The Homo (Familia) Epitheta is a group of the human species, which is divided into an philosophico-sociological (data development stock, timeline) and theologico-anthropological (Human Development Index, evolution) point of view.

∑Hi (y) = Sum of Homo (Familia) Epitheta by Growth of Data Development Stock (Timeline) divided into a group of philosophico-sociological point of view: Homo Sapiens Sapiens, Homo Ceteris Paribus, Homo Ludens, Homo Faber 
∑Hx (x) = Sum of Homo (Familia) Epitheta by Share of Human Development Index (Evolution) divided into group of theologic-anthropological point of view: Humanoid, Homo Habilis, Homo Erectus, Homo Dominium Terrae, Homo Socios Oeconomicus, Homo Android Erectus etc. ";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

AND

Heading ‘Liste der Homo-Epitheta’. Language: German. Source: Wikipedia, the free encyclopedia. Processing status: 9-7–2019, 11:03 pm UTC. URL: https://de.wikipedia.org/w/index.php?title=Liste_der_Homo-Epitheta&oldid=192067777  (Accessed: 11-25-2019, 4:28 pm UTC)";.sociology;.005, .006;NA
H004;Hi ≥ Ho ∈ Hx => Hi (S) + Hi (H);(Homo) Zoon Politicon – The human as a social, political being.;"The human as a social, political being.  Zoon politikon is a philosophical term. It's about an essence of human, as the ancient Greek philosopher Aristoteles has presented in his politics.

Hi = unknown Element (num) of Human being after origin species Ho that is element of Human Development Index Hx
Hi (S) = political Human being indexed with State (S)
Hi (H) = social Human being indexed with Households (H)";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

AND

Heading ‘Zoon politikon’. Language: German. Source: Wikipedia, the free encyclopedia. Processing status: 9-3-2019, 6:50 pm UTC. URL: https://de.wikipedia.org/w/index.php?title=Zoon_politikon&oldid=191948202  (Accessed: 11-25-2019, 4:50 pm UTC)";.sociology;.005, .006;NA
H005;Hi |Y| ≥ Ho ∈ Hx => Hi (S) + Hi (H) + Hi (E);Homo Deus Consilium ;"The social essence of an interactive homo deus with concrete agenda or a homo deus in both worlds - present and surreal - following a strategy. Consilium is the Latin noun for policy. 
Homo Deus is a taxonomic designation by Yuval Noah Harari, Professor of History at the Hebrew University of Jerusalem in 2016. Homo Deus Consilium is Jens T. Hinrichs homage to him and his Homo Deus.

Hi = unknown Element (num) of Human being after origin species Ho that is element of Human Development Index Hx
Hi (S) = political Human being indexed with State (S)
Hi (H) = social Human being indexed with Households (H)
Hi (E) = strategic Human being indexed with Enterprise (E)
Hi |Y| – human being within an open economy whereby unit Y=Yield";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

OR

Repository ‘MathDIY'. Language: EN. Format: PDF. Source: MathDIY, Democracy and Internet are Yours. URL: https://github.com/scifiltr/MathDIY (latest update: 11-25-2019, 6:59 pm UTC) 

OR

Repository ‘MathDIY'. Language: EN. Format: JPG. Source: MathDIY/attachments, Interaction Theory briefly mentioned: The Origin of Species in the Internet Age and beyond (1/2, 2/2). URL: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 11-25-2019, 6:59 pm UTC)";.sociology;.005, .006;NA
H006;Hi |(Y)| ≥ Ho ∈ Hx => Hi (S) + Hi (H) + Hi (E) ;(Homo) Zoon Cosmopoliticon ;"The social essence of human that is political-motivated and open-minded to the world. This ‘subspecies‘ represents an intercultural human being in a global society.  Homo Zoon Cosmopoliticon is a philosophical term and contemporary approach to the reality and a homage to Aristoteles his ‚Zoon Politikon’. It’s about a contribution to the abstract ‘Interaction Theory briefly mentioned: The Origin of Species in the Internet Age and beyond’ that Jens T. Hinrichs have presented in his work MathDIY visualized in pictures since 2019. - github.com/scifiltr/MathDIY or ello.co/scifiltr and twitter.com/scifiltr.

Hi = unknown Element (num) of Human being after origin species Ho that is element of Human Development Index Hx
Hi (S) = political Human being indexed with State (S)
Hi (H) = social Human being indexed with Households (H)
Hi (E) = strategic Human being indexed with Enterprise (E)
Hi |(Y)| – human being within an open economy whereby unit (Y)=Yours";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

OR

Repository ‚MathDIY'. Language: EN. Format: PDF. Source: MathDIY, Democracy and Internet are Yours. URL: https://github.com/scifiltr/MathDIY (latest update: 11-25-2019, 6:59 pm UTC)

OR

Repository ‘MathDIY'. Language: EN. Format: JPG. Source: MathDIY/attachments, Interaction Theory briefly mentioned: The Origin of Species in the Internet Age and beyond (1/2, 2/2). URL: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 11-25-2019, 6:59 pm UTC)";.sociology;.005, .006;NA
H007;"Hi = ½Hj
Hi  ≥ Ho < Hj  ∈ Hx";Homo Ludens;"The Homo ludens (lat., EN: the gambling human) is an explanatory model, according to which the human develops his cultural abilities primarily through play. In some cases human discover an own individual role behavior or characteristic in the game.   It’s about the experience made in the process to understand the personality created in him. The game makes it possible. From the cradle to the grave the human experiencing and simultaneously surmounting the constraints of the outer world whilst imaginative playing and visualizing the inner experiences. Even fairy tales are a form of mental game. The narrative ""game"" completes his pragmatic experience to the social character.
In this respect Homo Ludens is an anthropological counterpart to Homo Faber.

Jens T. Hinrichs says, if Homo Ludens chooses a different game, it will also bring new experience. Maybe Homo Ludens switches the game, because the Homo Ludens is influenced by a new motivation. From the moment own he uses his given experiences he must be creative and become a Homo Faber.

Ho = human being, first level of development
Hi = Homo Ludens, a human being, lower level 
Hi = Homo Faber, a human being, higher level whereby Hi = ½Hj says the next level of development will be reached in proportion of 1:2 from lower to higher level of development. The anthropological counterpart Homo Faber has a survival advantage that is two times better than Homo Ludens. But both grow with their possibilities influenced by the environmental change.";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

AND

Heading ‘Homo ludens’. Source: Wikipedia, the free encyclopedia. Language: German. Processing status: 11-19-2019, 11:25 am UTC. URL: https://de.wikipedia.org/w/index.php?title=Homo_ludens&oldid=194185891  (Accessed: 11-25-2019, 10:31 pm UTC)";.sociology;.005, .006;NA
H008;"Hj = 2Hi
Hj  > Ho > Hi  ∈ Hx";Homo Faber ;"The term Homo Faber (lat., EN: ’the creative human' or 'human as a craftsman') is used in philosophical anthropology to distinguish modern humans from older human epochs by his capacity as an active changer of his environment.
The novel Homo Faber by May Frisch (ISBN: 978-3-518-01087-7) has been translated many times and is often treated in literary studies and in school lessons. His main character is related to the anthropological concept of homo faber, the creative man. The novel is about an engineer with a strictly rational, technically-oriented world view during coincidence and the repressed past break in whose orderly life.

Jens T. Hinrichs uses Homo Faber as a more creatively-motivated human being and Homo Ludens as a more playfully-motivated human being. Indeed, he does not see a strict separation, because a human has different kind of motivation and social characters that depends on the living situation, own level of awareness and decision competences and his role behavior in it. Although he always decides rationally and not on a whim. If Homo Faber acting driven by a whim he falls back into the role of Homo Ludens.

Ho = human being, first level of development
Hi = Homo Ludens, a human being, lower level 
Hi = Homo Faber, a human being, higher level whereby Hj = 2Hi says the next level of development will be reached in proportion of 1:2 from lower to higher level of development. The anthropological counterpart Homo Ludens has a survival advantage that is half as bad than Homo Faber. But both grow with their possibilities influenced by the environmental change.";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

AND

Heading ‘Homo faber (Anthropologie)’.  Source: Wikipedia, the free encylopedia. Language: German. Processing status: 11-19-17, 2:53 pm UTC. URL: https://de.wikipedia.org/w/index.php?title=Homo_faber_(Anthropologie)&oldid=171165211 (Accessed: 11-25-2019, 10:59 pm UTC)

OR

Heading ‘Homo faber (Roman)’. Source: Wikipedia, the free encylopedia. Language: German. Processing status: 11-15-2019, 7:14 am UTC. URL: https://de.wikipedia.org/w/index.php?title=Homo_faber_(Roman)&oldid=194061210  (Access: 11-25-2019, 11:07 pm UTC)";.sociology;.005, .006;NA
H009;"Hk |(Y)| = ∑(Hon x q):  x |num|
Hk  >  Hj  > Hi > H0  ∈ Hx";Homo Sociologicus is equal to arithmetic weighting of Homo Deus according to amount of Human demands (q);"Homo sociologicus (lat., EN: sociological man) is an actor model of sociology conceived by Ralf Dahrendorf in 1958, in which man is seen as a being conditioned by society, which has to submit to norms, values and expectations.

Dahrendorf postulated that an individuum has various social roles in his whole life, which are linked to different norms, values and thus social expectations to which he must submit. These role behavior can trigger inter- or intra-role conflicts. A homo sociologicus always accepting the role which promises him the most benefits and improvements. A distinction is made between mandatory, target and optional expectations. Whilst the expectations given from the society, the individual has no influence on them, he can not escape them. As a result, people tend to adopt negative norms without questioning them, thereby sanctioning themselves accordingly, sometimes negatively in the event of non-compliance.

Although every human being is subject to an individual mixture of norms and expectations that determine his actions. If we follow this assumption strictly, an individuum would not be capable of free will. At least, the theory of homo sociologicus has therefore often had to accept critics.

Hk |(Y)| = Homo Sociologicus defined as unit of Yours (Y)
Hk |Y| = Homo Sociologicus defined as unit of Yield
Hon = Homo Deus – Sociological terminus for remembering and forecasting mankind on earth potentiated with n-unknown
x = divider of type of role / character
q = amount of Human demands (needs)
p = amount of Human offers 
Hi = unknown Element (num) of Human being after origin species Ho that is element of Human Development Index Hx";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

AND

Heading ‘Homo sociologicus’. Source: Wikipedia, the free encyclopedia. Language: German. Processing status: 11-20-2019, 9:38 am UTC. URL: https://de.wikipedia.org/w/index.php?title=Homo_sociologicus&oldid=194211691  (Accessed: 11-26-2019, 3:45 pm UTC)";.sociology;.005, .006;NA
H010;"Hk |Y| = ∑(Hon x p):  x |num|
Hk  >  Hj  > Hi > H0  ∈ Hx";Homo Oecomomicus is equal to arithmetic weighting of Homo Deus according to amount of Human offers (p);"The homo oeconomicus (lat., EN: the economic man), also called rational agent, is in economic science and game theory an utility maximizer. In macroeconomics, this theory is also often used as a so-called representative agent to analyze economic processes. A frequently used special case of Homo oeconomicus is the time-consistent expectancy utility maximizer, with which the behavioral economics in particular deals.

The terms ""rational agent"" or ""utility maximizer"" are used more often in economic literature, while the term ""homo oeconomicus"" is an allusion to Homo sapiens within the taxonomy of Homo-Epitheta, is used more inside of antrophology.

The model is used to explain elementary economic relationships. It has been controversial discussed whether a purely egotistical order of preference should be a defining his characteristic. In the meantime, it has become widely accepted that the homo-oeconomic model is better understood as a active role model that fulfills rationality assumptions whereby the actor make a preference order out of any preference relation.
The decision of a homo oeconomicus can be described as maximizing a utility function. The theory of utility theory is of fundamental importance for both microeconomics and macroeconomics.

Hk |(Y)| = Homo Sociologicus defined as unit of Yours (Y)
Hk |Y| = Homo Sociologicus defined as unit of Yield
Hon = Homo Deus – Sociological terminus for remembering and forecasting mankind on earth potentiated with n-unknown
x = divider of type of role / character
q = amount of Human demands (needs)
p = price of Human offers 
Hi = unknown Element (num) of Human being after origin species Ho that is element of Human Development Index Hx";"Heading: MathDIY fundamentals, subheading: The Origin of Species  - the human as an economic (f)actor. Repository: MathDIY on GitHub. File .sociology in Folder: fundamentals. Language: EN. Format: PDF|CSV|TSV. 
Note: The Interaction Theory briefly mentioned – The Origin of Species in the Internet Age and beyond by Jens T. Hinrichs expressed about [subtitle] written as [notation] reflect other science-disciplines by questioning their arguments and by taking into account literal considerations.
More information can be obtained via MathDIY visualized in pictures on Github: https://github.com/scifiltr/MathDIY/tree/master/attachments (latest update: 02-14-2020, 6:19 pm UTC)

AND

Heading ‘Homo oeconomicus’. Source: Wikipedia, the free encyclopedia. Language: German. Processing status: 8-4–2019, 3:04 pm UTC. URL: https://de.wikipedia.org/w/index.php?title=Homo_oeconomicus&oldid=191034639  (Accessed: 11-26-2019, 5:04 pm UTC)";.sociology;.005, .006;NA
